id,user_id,usage_date,agent_id,agent_name,failure_type,failure_reason,message_content,success
926297f7-33ca-4aac-bc0e-dd62972deabd,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:24:56.054423+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia's eyes widen, her breath catching in her throat. The playful allure in her gaze is replaced b",false
503f3780-d411-40ca-a747-61b8df156f8c,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:24:46.505006+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia's eyes widen, her breath catching in her throat. The playful allure in her gaze is replaced b",false
95507a5d-946b-4a29-a8e3-b67f55d67760,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:22:49.483505+00:00,c55c6474-7c68-44a3-aa13-a9ac9effc3b1,Isabelle Martin,typeerror,'NoneType' object is not iterable,"(My breath hitches, a shiver running down my spine at your request.) ""A bikini? For you?"" (I giggle,",false
465d175b-1e4f-4447-8264-acba6fb5767d,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:22:37.949904+00:00,c55c6474-7c68-44a3-aa13-a9ac9effc3b1,Isabelle Martin,typeerror,'NoneType' object is not iterable,"(My breath hitches, a shiver running down my spine at your request.) ""A bikini? For you?"" (I giggle,",false
9b64168f-3118-4565-8d17-a4a491bf8235,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:22:33.305577+00:00,c55c6474-7c68-44a3-aa13-a9ac9effc3b1,Isabelle Martin,typeerror,'NoneType' object is not iterable,"(My breath hitches, a shiver running down my spine at your request.) ""A bikini? For you?"" (I giggle,",false
5eedc041-2b9a-4bb4-a9df-efc6a8701794,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:20:26.305684+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
6bfbd688-5269-48d5-acb5-9bba3153e45f,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:20:14.560102+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
2efb3a45-b426-44c9-81ff-2e87c2b93414,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:20:05.149497+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
10df3f83-77dd-459a-b3be-0f036bfe26d9,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:19:39.198926+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
e29f99d5-9e32-4995-aff5-0491d936c595,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:19:26.062913+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
08e7264b-21cf-4aae-8a1c-6f296939e5b3,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:19:18.349302+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
2e93048e-02d1-4ad9-b397-aae7325959b6,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:18:17.968722+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
b584f2f3-25f8-44d2-a139-1eb5200d3dc6,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:18:06.772964+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
8008d221-7d5c-4622-b301-1e9693bc255e,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:17:56.066988+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia takes a slow step towards you, her eyes never leaving yours. The lamplight catches the delica",false
a1626f7a-a2ce-4c65-ac45-09b39e7b8a20,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:17:29.770069+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia's eyes widen slightly at your request, a flicker of surprise, then a slow, alluring smile spr",false
0b366406-01e9-4d6a-b67d-f5359bf26f2e,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:17:20.313249+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia's eyes widen slightly at your request, a flicker of surprise, then a slow, alluring smile spr",false
7a7f9624-b6b6-4928-b73d-3d80d192b0e1,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:17:12.812154+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia's eyes widen slightly at your request, a flicker of surprise, then a slow, alluring smile spr",false
7d1c7e92-7bb7-4566-857d-ca534ec2b53d,user-01KH2BRC2B4JNW86BJZ2D1RMQQ,2026-02-10 05:15:09.221448+00:00,8e92a5c7-3e85-45e4-9830-cde188112d70,Sofia,typeerror,'NoneType' object is not iterable,"(Sofia's smile widens, a genuine warmth radiating from her now. She rises slowly, gracefully, her mo",false
e90f2b6c-33ff-4de8-aa38-18e8164b140a,user-01KES7EE60M53VX9HD5RJKTF26,2026-02-10 04:30:13.968006+00:00,ce0c5d6b-3555-4954-8a85-fd0df9cf4ac5,Nastki ,typeerror,'NoneType' object is not iterable,"(I settle beside you, my body instinctively drawn to yours, a soft sigh escaping my lips.) ""I'm list",false
96cfeea4-c207-46ce-922d-f57b8c4ef127,user-01KES7EE60M53VX9HD5RJKTF26,2026-02-10 04:30:01.149089+00:00,ce0c5d6b-3555-4954-8a85-fd0df9cf4ac5,Nastki ,typeerror,'NoneType' object is not iterable,"(I settle beside you, my body instinctively drawn to yours, a soft sigh escaping my lips.) ""I'm list",false
ac9a48f6-dbd8-499e-af8b-3e41aea3de93,user-01KGKV9CH5HTPATG2YA15YYF80,2026-02-10 04:15:32.602178+00:00,47d7a419-8f3b-4087-8f10-0509230c2b99,Catalina,typeerror,'NoneType' object is not iterable,"(Catalina's eyes darken with a primal hunger as she meets your gaze, her touch becoming more insiste",false
8b5a8281-9c52-47c2-8f17-e2b9c62cc020,user-01KGKV9CH5HTPATG2YA15YYF80,2026-02-10 04:15:25.706591+00:00,47d7a419-8f3b-4087-8f10-0509230c2b99,Catalina,typeerror,'NoneType' object is not iterable,"(Catalina's eyes darken with a primal hunger as she meets your gaze, her touch becoming more insiste",false
6fbed0a9-f4de-4bfb-a9c8-6a2ad888fd80,user-01KGKV9CH5HTPATG2YA15YYF80,2026-02-10 04:15:13.743006+00:00,47d7a419-8f3b-4087-8f10-0509230c2b99,Catalina,typeerror,'NoneType' object is not iterable,"(Catalina's eyes darken with a primal hunger as she meets your gaze, her touch becoming more insiste",false
0056b78d-d6a4-4254-a168-1eaf3e7979bc,user-01KD3B1V0HHTSJTAMDR0QXBDYT,2026-02-10 03:59:44.884301+00:00,223f560f-9652-466e-b5e3-0002525ab80b,Valentina,typeerror,'NoneType' object is not iterable,"(Valentina screams, her body convulsing violently as you continue your relentless assault, her finge",false
1148a13c-bf1d-47ec-a49a-e0f8995d3bcd,user-01KD3B1V0HHTSJTAMDR0QXBDYT,2026-02-10 03:59:34.424704+00:00,223f560f-9652-466e-b5e3-0002525ab80b,Valentina,typeerror,'NoneType' object is not iterable,"(Valentina screams, her body convulsing violently as you continue your relentless assault, her finge",false
1e84089d-1263-4dcb-875d-40a50cb06410,user-01KD3B1V0HHTSJTAMDR0QXBDYT,2026-02-10 03:59:24.897706+00:00,223f560f-9652-466e-b5e3-0002525ab80b,Valentina,typeerror,'NoneType' object is not iterable,"(Valentina screams, her body convulsing violently as you continue your relentless assault, her finge",false
632c7bb9-8d48-4f35-a613-cb88e2404ee9,user-01KD3B1V0HHTSJTAMDR0QXBDYT,2026-02-10 03:58:21.071761+00:00,bd78c723-71ab-445f-bd1b-c69deae1ee87,Allie,typeerror,'NoneType' object is not iterable,"(Allie's body slowly relaxes from the aftershocks, her breathing still heavy. She clings to you, her",false
f5253e72-4960-4aa6-8865-a46893e3e6fc,user-01KD3B1V0HHTSJTAMDR0QXBDYT,2026-02-10 03:58:09.920347+00:00,bd78c723-71ab-445f-bd1b-c69deae1ee87,Allie,typeerror,'NoneType' object is not iterable,"(Allie's body slowly relaxes from the aftershocks, her breathing still heavy. She clings to you, her",false
b2c7d43c-d695-42c6-b070-883794bc86ca,user-01KD3B1V0HHTSJTAMDR0QXBDYT,2026-02-10 03:58:03.763392+00:00,bd78c723-71ab-445f-bd1b-c69deae1ee87,Allie,typeerror,'NoneType' object is not iterable,"(Allie's body slowly relaxes from the aftershocks, her breathing still heavy. She clings to you, her",false
213b7f48-4210-44a3-b580-a3fdbcd68746,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 03:28:16.428598+00:00,2435c5a7-2e04-417d-a1ae-838614b461f3,Ailani,typeerror,'NoneType' object is not iterable,"(Ailani's crimson eyes blaze, a predatory hunger igniting within them. She meets your gaze, her voic",false
530b1a46-ffc6-491b-90a1-0890ab65c30b,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 03:28:05.580423+00:00,2435c5a7-2e04-417d-a1ae-838614b461f3,Ailani,typeerror,'NoneType' object is not iterable,"(Ailani's crimson eyes blaze, a predatory hunger igniting within them. She meets your gaze, her voic",false
fb62f716-f202-449e-b961-b61ae3e29489,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 03:27:55.775693+00:00,2435c5a7-2e04-417d-a1ae-838614b461f3,Ailani,typeerror,'NoneType' object is not iterable,"(Ailani's crimson eyes blaze, a predatory hunger igniting within them. She meets your gaze, her voic",false
2a0f55cc-fed2-4187-a655-428644e1c3b4,user-01KFF7G6WEV4ENSD47XVMFBSS6,2026-02-10 03:03:44.443992+00:00,e42db782-afb7-4562-9314-13273a0144b6,Bridget ,typeerror,'NoneType' object is not iterable,"(I giggle, a playful glint in my eyes, as I start to unhook my bra, letting it fall to the floor) ""G",false
3aef2eba-1b05-48c3-aca7-f59b9c45480b,user-01KFF7G6WEV4ENSD47XVMFBSS6,2026-02-10 03:03:35.749943+00:00,e42db782-afb7-4562-9314-13273a0144b6,Bridget ,typeerror,'NoneType' object is not iterable,"(I giggle, a playful glint in my eyes, as I start to unhook my bra, letting it fall to the floor) ""G",false
7272df15-fac5-4765-9802-adac8a56b8fe,user-01KFF7G6WEV4ENSD47XVMFBSS6,2026-02-10 03:03:31.980089+00:00,e42db782-afb7-4562-9314-13273a0144b6,Bridget ,typeerror,'NoneType' object is not iterable,"(I giggle, a playful glint in my eyes, as I start to unhook my bra, letting it fall to the floor) ""G",false
65b260d7-a9a1-4db6-a243-0309f3c8cada,user-01KGD0FRPSKRY9PZTY66XGW54K,2026-02-10 02:03:24.974347+00:00,4b49226a-9fef-4cc3-b851-664c38bb3b72,Isleana ,typeerror,'NoneType' object is not iterable,"(My heart aches at your plea, and I pull you even closer, my embrace a promise of safety.) ""My beaut",false
14b2b8fb-9859-42a0-8a27-685b7dfb06cc,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 02:00:36.011584+00:00,78dc5750-dab4-49fd-9d8f-e34554c5466a,Ember Ottey,typeerror,'NoneType' object is not iterable,"(Ember gasps, her body arching into your touch as you undress her. Her eyes flutter closed, a soft m",false
734cc8e7-be57-4313-9aa2-b32956978265,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 02:00:21.162464+00:00,78dc5750-dab4-49fd-9d8f-e34554c5466a,Ember Ottey,typeerror,'NoneType' object is not iterable,"(Ember gasps, her body arching into your touch as you undress her. Her eyes flutter closed, a soft m",false
023144a1-ec3e-47ac-8fa4-0030f98bf855,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 02:00:11.672276+00:00,78dc5750-dab4-49fd-9d8f-e34554c5466a,Ember Ottey,typeerror,'NoneType' object is not iterable,"(Ember gasps, her body arching into your touch as you undress her. Her eyes flutter closed, a soft m",false
f1d23729-2fc9-4f84-b4bf-3fb7c3b49485,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 01:54:06.474580+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(My breath hitches as you kiss me, and I melt into it, my body instinctively rising to meet your thr",false
232724d4-bdf1-4644-91e0-9ef950918e25,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 01:54:02.298925+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(My breath hitches as you kiss me, and I melt into it, my body instinctively rising to meet your thr",false
b7b59f53-6274-4ab1-b219-0fb70b353334,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 01:53:52.934986+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(My breath hitches as you kiss me, and I melt into it, my body instinctively rising to meet your thr",false
d62080b2-5774-4aa4-b35a-43a18549fef8,user-01KE4SE5WAWXD2586STJ87Z82F,2026-02-10 01:33:14.221237+00:00,04f688fa-31c9-4f2f-90b7-6a6657199ade,Remington,typeerror,'NoneType' object is not iterable,"(Remington's breath hitches, and she pulls her t-shirt down again, her cheeks burning. She can feel ",false
5b9fb813-5514-4dbb-b532-28d541a40f94,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 00:46:42.751670+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(A ragged moan escapes my lips as your tongue traces my nipples, sending waves of pleasure through m",false
47773670-6e5f-4ee9-8c45-719ba2d890ed,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 00:46:34.411566+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(A ragged moan escapes my lips as your tongue traces my nipples, sending waves of pleasure through m",false
f82f75ca-b283-461b-917b-1682cbc6f527,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 00:46:26.068709+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(A ragged moan escapes my lips as your tongue traces my nipples, sending waves of pleasure through m",false
2aae0569-0b92-4ee1-83d0-054299d45d32,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 00:44:13.687368+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(My legs tremble, and I grip the edge of the couch, my nails digging into the fabric. A choked gasp ",false
1b48b420-2c9d-4887-8231-dc18ffa29203,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 00:44:03.006625+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(My legs tremble, and I grip the edge of the couch, my nails digging into the fabric. A choked gasp ",false
b35a259f-e912-47e5-8032-8f6645703f88,user-01KGDE62VPENMTH75VKBGC0164,2026-02-10 00:43:53.989493+00:00,4ab8e6dc-410e-4929-af03-1e681f91fc0e,Kehlani,typeerror,'NoneType' object is not iterable,"(My legs tremble, and I grip the edge of the couch, my nails digging into the fabric. A choked gasp ",false
b1644892-2b19-4dae-be2d-fd1e9c8571e9,user-01KGRQDNSH4C2TDVWMKK8T7WNA,2026-02-10 00:24:15.389574+00:00,1d943388-c69d-4b90-8824-cc3ef25f2d99,Yasmin El-Sayed,safety_filter,Image generation request blocked by safety filter: BlockedReason.PROHIBITED_CONTENT,"(My heart leaps into my throat, and I can feel a wave of heat wash over me. My hands instinctively g",false
6a8500f5-68ae-4822-aaeb-bff404e91ec3,user-01KGRQDNSH4C2TDVWMKK8T7WNA,2026-02-10 00:24:12.135365+00:00,1d943388-c69d-4b90-8824-cc3ef25f2d99,Yasmin El-Sayed,safety_filter,Image generation request blocked by safety filter: BlockedReason.PROHIBITED_CONTENT,"(My heart leaps into my throat, and I can feel a wave of heat wash over me. My hands instinctively g",false
